	IDRegent	Geslachtsnaam	Tussenvoegsel	IDAdellijkeTitel	IDAcademischeTitel	Voornaam	Adel	Adelspredikaat	Heerlijkheid	Heerlijkheid2	Geboortejaar	OnbepaaldGeboortedatum	Overlijdensjaar	OnbepaaldOverlijdensdatum	Opmerkingen	Periode
3981	4272	Dirksz.		1.0	1.0	Jacob	0				1454	1		0		0
3982	703	Nanningsz.		1.0	1.0	Adriaan	0					0		0	Inventaris stad Alkmaar spreekt van Adriaan Nannensz.	0
3983	4342	Jansz.		1.0	1.0	Floris	0				1439	1		0		0
3984	4126	Hendriksz.		1.0	1.0	Jacob	0				1443	1		0		0
3985	3535	Willemsz.		1.0	1.0	Gerrit	0				1460	1		0		0
3986	4300	Vliet	bastaard van	1.0	1.0	Jan	0					0		0		0
3987	4262	Alphen	van	1.0	1.0	Pieter	0				1481	1		0		0
3988	3101	Duvenvoorde	bastaard van	1.0	1.0	Arend Jansz.	0				1444	1		0	"Inventaris Heilige Geest van G. 't Hart kent geen nummering
Bij Erfgoed Leiden dubbel klikken op inventarisnr(s).."	0
3989	4136	Jacobsz.		1.0	1.0	Gerrit	0				1456	1		0		0
3990	4343	Dirksz.		1.0	1.0	Huge	0				1444	1		0		0
3991	2353	Oem van Wijngaarden		11.0	1.0	Jan - de jonge	1		half Bleskensgraaf	Lekkerland etc.		0		0	Meilink: p. 142 nummering ontbreekt, voorheen bekend onder inv. nrs. 1613+1614. p. 145 voorheen bekend als inv. nrs. 1642 en 1644. Prevenier noemt als enige Jan Oem van Wijngaarde de oude als baljuw van Kennemerland 1481-1482. Jan de oude is een broer van Jan de jonge .	0
3992	4345	Geister		1.0	1.0	Klaas	0					0		0		0
3993	4346	Gerritsz.		1.0	1.0	Jan	0				1467	1		0		0
3994	4347	Dirksz.		1.0	1.0	Jan	0				1450	1		0		0
3995	3420	Hubrechtsz.		1.0	1.0	Mathijs	0					0		0		0
3996	4354	Gerritsz.		1.0	1.0	Jan	0				1454	1		0		0
3997	4356	Gerritsz.		1.0	1.0	Gijsbrecht	0				1461	1		0		0
3998	864	Klaasz.		1.0	1.0	Alewijn	0				1476	1		0	Bij Erfgoed Leiden dubbel klikken op inventarisnummer(s).	0
3999	684	Nassau	van	3.0	1.0	Filips	0				1566	0	1595.0	0		0
4000	4361	Adriaansz.		1.0	1.0	Huge	0				1444	1		0		0
4001	1085	Dorp	van	1.0	1.0	Jacob Willemsz.	0				1518	1		0	Burgemeester van Den Haag 1575-1580.	0
4002	4145	Boot		1.0	1.0	Egbert	0				1444	1		0		0
4003	2789	Poll	van de	1.0	1.0	Zweder Hermansz.	0					0	1574.0	0		0
4004	4367	Boon		1.0	1.0	Floris	0				1442	1		0		0
4005	4368	Gorisz.		1.0	1.0	Jan	0				1448	1		0		0
4006	3964	Does	van der	1.0	1.0	Dirk	0					0		0		0
4007	5719	Matheus(z.)		1.0	1.0	Willem	0					0		0		0
4008	4373	Borselen	van	1.0	1.0	Jacob Florisz.	0					0		0		0
4009	4848	Bartoudsz.		1.0	1.0	Dirk	0					0		0		0
4010	4375	Doensz.		1.0	1.0	Pieter	0				1523	1		0		0
4011	3828	Lambrechtsz.		1.0	1.0	Pieter	0				1507	1		0	was in 1565 ook schepenen van Bommenede	0
4012	4377	Dirksz.		1.0	1.0	Pieter	0				1452	1		0		0
4013	3364	Duvenvoorde	van	12.0	1.0	Dirk	0					0		0		0
4014	4657	Adrichem	van	1.0	1.0	Floris	0					0		0		0
4015	2651	Jansz.		1.0	1.0	Jacob	0					0		0		0
4016	4380	Gerritsz.		1.0	1.0	Willem	0					0		0		0
4017	4560	Oosterland	van	1.0	1.0	Hendrik Jansz.	0					0		0	Zie ook: Hendrik Jansz. van Reimerswaal, alias van Oosterland, rentmeester van Woerden 1390-1395.	0
4018	4760	Werendonck	van	12.0	1.0	Sebastiaan	1					0		0		0
4019	4383	Blauwschuit		1.0	1.0	Pieter	0				1480	1		0		0
4020	4387	Braartsz.		1.0	1.0	Dirk	0				1451	1		0		0
4021	1427	Beveren	van	1.0	1.0	Jan	0					0		0		0
4022	4142	Tollenere		1.0	1.0	Lieve	0					1		0		0
4023	4392	Jansz.		1.0	1.0	Huge	0				1477	0		0		0
4024	3986	Klaasz.		1.0	1.0	Hendrik	0				1469	0		0	"Fruin, Informacie: tegelijkertijd met Jan Jansz. en Floris van Boschuysen schout van Waddinxveen (vanwege 3 heerlijkheden).
Bij Erfgoed Leiden dubbel klikken op inventarisnr(s)."	0
4025	4281	Jansz.		1.0	1.0	Jan	0				1434	1		0		0
4026	4394	Jansz.		1.0	1.0	Jan	0				1471	1		0	Fruin, Informacie: tegelijkertijd met Hendrik Klaasz. en Floris van Boschuysen schout van Waddinxveen (vanwege 3 heerlijkheden)	0
4027	4398	Costensz.		1.0	1.0	Gerrit	0				1464	1		0		0
4028	4399	Simonsz.		1.0	1.0	Jan	0				1480	1		0		0
4029	2450	Heinenz.		1.0	1.0	Gerrit	0					0		0	Zie Gerrit Heinenz. Rottier (van Leyden).	0
4030	4402	Willemsz.		1.0	1.0	Klaas	0				1454	1		0	wellicht dezelfde als een van zijn naamgenoten?	0
4031	4177	Hendriksz.		1.0	1.0	Gijsbrecht	0				1459	1		0		0
4032	987	Jacobsz.		1.0	1.0	Willem (jonge)	0					0		0	Bij Erfgoed Leiden dubbel klikken op inventarisnr(s).	0
4033	4686	Kielensz.		1.0	1.0	Hildebrand	0					0		0	Burgemeester van Schoonhoven.	0
4034	4422	Heijmansz.		1.0	1.0	Willem	0				1460	0		0		0
4035	3445	Roeder	de	1.0	1.0	Dirk	0					0		0		0
4036	4578	Toloysen	van	6.0	1.0	Daniel	1		Toloysen	Giessen		0	1373.0	0	"Persoonsgegevens: zoon van Dirk van de Merwede.
Adelstitel: knaap 1351, ridder 1355."	0
4037	4442	Hendriksz.		1.0	1.0	Wouter	0				1452	1		0		0
4038	5373	Suet		1.0	1.0	Jan Willemsz.	0					0		0	Zie: Jan Zoete	0
4039	4448	Jansz.		1.0	1.0	Anthonis	0				1465	1		0		0
4040	4450	Dirksz.		1.0	1.0	Pieter	0				1457	1		0		0
4041	3489	Dirksz.		1.0	1.0	Cornelis	0				-	0		0		0
4042	4454	Adriaansz.		1.0	1.0	Gijsbrecht	0				1472	1		0		0
4043	629	Borselen	van	3.0	1.0	Hendrik II (Wolfertsz.)	1		Veere	Zandenburg, Vlissingen, Heemsrode, Abbenbroek, Sloten, Osdorp, Amstelveen. 's-Gravenpolder, Bergen	1404	0	1474.0	0	"Adelstitels: ridder/graaf van Grandpré.
Overig: ridder in de orde van het Gulden Vlies 1445. Luitenant-generaal ter zee voor Franse koning 1445. Burggraaf van Zeeland 1424-1438. Bij Maarschalkerweerd nr. 75 wordt hij stadhouder van Holland en Zeeland genoemd (1469)"	0
4044	3788	Laurensz.		1.0	1.0	Adriaan	0				1475	1		0		0
4045	3089	Jacobsz.		1.0	1.0	Cornelis	0				1475	1		0		0
4046	1798	Zonneveld	van	1.0	1.0	Jan	0					0		0	Bij Erfgoed Leiden dubbel klikken op inventarisnummer(s).	0
4047	4461	Heyez.		1.0	1.0	Paul	0				1471	1		0		0
4048	308	Hermansz.		1.0	1.0	Hendrik	0					0		0		0
4049	4436	Arendsz.		1.0	1.0	Dirk	0				1467	1		0		0
4050	5229	Egmond	van	1.0	1.0	Jacob	0					0		0	Gonnet nr. 1036 verzoek van Jan III van Egmond voor zijn neef Jacob tot schoutambt (17-4-1485).	0
4051	3737	Boudijnsz.		1.0	1.0	Adriaan	0					0		0	Mogelijk dezelfde persoon als Adriaan Bouwensz. Munk?penningmeester van de Oostwatering (Sandberg)	0
4052	4495	Bourgondië	van	11.0	1.0	Adolf	1		Wakken	Kattem, Kapelle		0	1568.0	0	Hoogbaljuw van Gent.	0
4053	3216	Schellaart		1.0	3.0	Gillis	0					0		0	Op 16 april 1573 vervangen door Matthijs Keien vanwege voortvluchtigheid.	0
4054	4232			1.0	1.0	Arnoud	0					0		0		0
4055	2996	Magnus		1.0	1.0	Jacob Simonsz.	0					0		0	Overig: penningmeester van wateringen van Walcheren en tresorier van Middelburg.	0
4056	658	Blinkvliet	van	1.0	1.0	Victor	0					0		0		0
4057	4390	Kolen		1.0	1.0	Ambrosius	0				1470	1		0	"Ook vermeld als Ambrosius Colin.
Tresorier van Leiden (1514).
Meilink nr. 2185 voorheen bekend onder nr. 2186."	0
4058	2505	Stuuc		1.0	3.0	Klaas	0					0		0	Proost van St.-Odielienberg.	0
4059	2732	Sarisz.		1.0	1.0	Martijn	0					0		0		0
4060	4519	Doorwerth	van	1.0	1.0	Bernard	0					0		0	baljuwschap voor (Gwijde) bisschop van Utrecht	0
4061	558	Meindertsz.		1.0	1.0	Jan	0					0		0	Wellicht dezelfde als Jan Meinaartsz.?	0
4062	4509	Biches	de	11.0	1.0	Willem	1		Bussy			0		0	Wordt als 1e benoemd om Jan de Blois op te volgen, maar doet er afstand van ten gunste van Klaas van Reimerswaal.	0
4063	4527	Poortersz.		1.0	1.0	Jacob	0					0		0	ongedateerd, als bijlage bij rekeningen van rentmeester en baljuw van Gouda (tussen 1406-1408)	0
4064	4528	Dirksz.		1.0	1.0	Pieter	0					0		0	Ongedateerd, als bijlage bij rekeningen van rentmeester en baljuw van Gouda (tussen 1408-1409).	0
4065	4533	Schoten	van	1.0	1.0	Jan	0					0		0	hij is gevestigd op houtvesterij van de Haarlemmerhout, is hij houtvester?	0
4066	4538	Florisz.		1.0	1.0	Huge	0					0		0	ongedateerde bjilage bij 1867 (dec. 1380-1381) en 1868 (dec. 1381-1382)	0
4067	3006	Borchgrave	de	1.0	1.0	Willem	0					0		0		0
4068	3605	Rhoon	van	1.0	1.0	Pieter	0					0		0		0
4069	4542	Byenz.		1.0	1.0	Hendrik	0					0		0		0
4070	488	Heijden	van der	1.0	1.0	Jan Pietersz.	0					0		0		0
4071	4554	Pietersz.		1.0	1.0	Willem	0					0		0		0
4072	4544	Willemsz.	bastaard	1.0	1.0	Willem Foyke	0					0		0		0
4073	1911	Brede	de	1.0	1.0	Floris Simonsz.	0					0		0	Overig: klerk van rentmeester van Zuidholland 1388-1389; dienaar van Aleid van Poelgeest.	0
4074	4558	Duking		1.0	1.0	Willem	0					0		0	Zoon van Nicolaas Oem. Rekening van de termijn 2-12-1394 tot 25-01-1395 bij de rekeningen van Jan van Steenbergen (rentmeester vanaf 1395). NOG	0
4075	1525	Steenbergen	van	1.0	1.0	Jan	0					0		0	Bij de eerste rentmeester-rekening bevindt zich ook de rekening van de laatste termijn van zijn voorganger Willem Duking.	0
4076	2018	Heemskerk	van	6.0	1.0	Gerrit Gerritsz.	1		Oosthuizen	Rietwijk, Nieuwerkerk, Bakkum	1300	1	1358.0	0	"Adelstitel: ridder 1338.
Overig: grafelijk zegelaar 1351, 1353-1354."	0
4077	4536	Lier	uten	11.0	1.0	Simon	1		Liesveld			0		0		0
4078	2555	Ever	d'	1.0	1.0	Gerrit	0					0		0	Smit: waarschijnlijk is niet hij maar zijn gelijknamige zoon houtvester  (in afwisseling met Simon van Benthem).	0
4079	5489	Anthonisz.		1.0	1.0	Cornelis	0					0		0	Aangesteld door Philibert van Serooskerke en Leonora van Memorency, gravin van Hoogstraten.	0
4080	2201	Riede	van	6.0	1.0	Herbaren	1					0	1430.0	0	Adelstitel: ridder 1396. Ambachtsheer in Werkendam.	0
4081	4582	Gaasbeek	van	12.0	1.0	jonker	1					0		0	Mogelijk wordt hier gedoeld op Jacob III van Horne.	0
4082	4583	Gerritsz.		1.0	1.0	Gerrit heer Pietersz.	0					0		0	Graaf Willem V en Machteld van Lancaster gelasten Huge Duking op 15-2-1358 het dijkgraafschap over te dragen aan Gerrit. Op 16-3-1358 verbiedt Albrecht deze overdracht.	0
4083	3932	Assendelft	van	11.0	1.0	(heer)	1					0		0	NOG	0
4084	3421	Gerritsz.		1.0	1.0	Pieter	0					0		0	dezelfde als naamgenoot?	0
4085	2120	Merwede	van de	6.0	1.0	Daniel VII	1		Stein			0	1403.0	0	Adelstitel: ridder 1389.	0
4086	2550	Rietwijk	van	1.0	1.0	Albrecht	0					0		0		0
4087	3111	Borselen	van	1.0	1.0	Gillis Albrechtsz.	0					0		0		0
4088	1898	Borselen	van	6.0	1.0	Klaas Albrechtsz.	1		Brigdamme	Duiveland		0	1412.0	0	Adelstitel: ridder 1386.	0
4089	2913	Borselen		8.0	1.0	Jacob heer Jacobsz.	1					0	1521.0	0		0
4090	3824	Pietersz.		1.0	1.0	Joost	0				1542	0		0		0
4091	939	Jacobsz.		1.0	1.0	Jacob	0					0		0	Zie ook: Jacob Jacobsz. van Ruiven (schout van Katwijk 1552).	0
4092	4590	Engelbrechtsz.		1.0	1.0	Filips	0					0		0		0
4093	4344	Jacobsz.		1.0	1.0	Jacob	0				1460	1		0		0
4094	2	Stalpaart (van der Wiele)		1.0	3.0	Jan	0					0	1510.0	0	"Persoonsgegevens: stiefvader van Jacob Adriaansz. Stalpaart (van der Wiele).
Overig: klerk van Jan van Essche (1479) -1483, 1490, van Thomas Beuckelaar (1484) - 1498 en van tresorier Dirk Potter (1488).
Meilink p. 138 nr. 1605 was voorheen  bekend onder inv. nr. 1607."	0
4095	4607	Kromvliet	van	1.0	1.0	Willem	0					0		0		0
4096	3167	Berkenrode	van	1.0	3.0	Gerrit	0					0		0		0
4097	3166	Berkenrode	van	1.0	1.0	Gerrit Gerritsz. (de jonge)	0					0		0		0
4098	2344	Leeuw		1.0	1.0	Jacob	0					0		0	Walvis vermeldt hem pas als schout 1493-1505, vooraf gegaan door andere schouten. Meilink Staten nr. 1610: voorheen 1693A.	0
4099	587	Potter		1.0	3.0	Dirk Dirksz.	0					0		0	"Meilink nr. 1612 was voorheen bekend onder inv. nr. 1708.
Overig: tresorier van Haarlem 1482, 1488-1490"	0
4100	4616	Spiker		1.0	1.0	Arend	0					0		0	rentmeester van de goederen van Noordholland behoerende tot de heerlijkheid van Voorne.	0
4101	4612	Gerritsz.		1.0	1.0	Arend	0					0		0		0
4102	3910	Matenesse	van	1.0	1.0	Pieter heer Danielsz.	0					0		0		0
4103	4548	Florisz.		1.0	1.0	Gijsbrecht	0					0		0	Persoonsgegevens: zoon van Floris Gijsbrechtsz. (oa.schout van Leiden)	0
4104	3864	Utrecht	van	1.0	1.0	Jan	0					0	1565.0	1	Huffer (24-16-1565) handelt over de erfgenamen van Jan.	0
4105	1635	Korf		1.0	1.0	Klaas Dirksz.	0					0	1506.0	0	Overig: Burgemeester van Alkmaar 1473-1492.Tot 1501 voerde hij de administratie als ontvanger-particulier van het kwartier van Haarlem en Kennemerland en tevens namens Jan Gerritsz. de administratie  van West-Friesland, daarna alleen die van West-Friesland namens Jan Gerritsz. (Meilink, Staten 2129-2135).	0
4106	2385	Boschuysen	van	1.0	1.0	Koenraad	0					0	1536.0	0		0
4107	2352	Oem van Wijngaarden		6.0	1.0	Jacob Jacobsz.	1		Wijngaarden		1469	1	1527.0	0		0
4108	1400	Houve	van der	1.0	1.0	Frank	0					0	1546.0	1	.	0
4109	3358	Broekhoven	van	1.0	1.0	Hendrik	0					0		0	Bij Erfgoed Leiden dubbel klikken op inventarisnummer(s).	0
4110	2906	Bol		1.0	3.0	Jacob Maartensz.	0					0	1580.0	0	Overig: koos in 1572 de zijde van de landsheer. Keerde na de Pacificatie van Gent terug uit Utrecht.	0
4111	3264	Einde	van den	1.0	3.0	Jacob	0					0		0	gevangenneming in 1569, wordt vervangen door plaatsvervangende advocaat Arend Coebel.	0
4112	4644	Broekhoven	van	1.0	1.0	Dirk	0					0		0		0
4113	4645	Wiele	van der	1.0	1.0	Frans	0					0		0		0
4114	668	Weteringe	van de	1.0	1.0	Adriaan Jansz.	0					0		0		0
4115	2950	Domburg	van	1.0	1.0	Adriaan	0					0		0		0
4116	2019	Woerd van Heemskerk	van der	6.0	1.0	Gerrit	1		Oosthuizen	Vennep, Heemskerk, Terschelling, Purmerend, Loenersloot		0	1429.0	0	"Adelstitel: ridder 1395.
volgens Kort is naamgenoot baljuw van Rijnland .
Overig: verbannen in 1418 en 1423."	0
4117	2020	Woerd van Heemskerk	van der	6.0	1.0	Gerrit Hendriksz.	1		Liesveld			0	1431.0	1	"Adelstitel: ridder 1396.
volgens Prevenier is naamgenoot baljuw van Rijnland 1390-1392(?)."	0
4118	2324	Goer(s)		1.0	1.0	Jorden	0					0		0		0
4119	4650	Koenen		1.0	1.0	Hendrik	0					0		0		0
4120	2070	IJsselstein	van	6.0	1.0	Herbaren	1					0	1429.0	0	"Adelstitel: ridder 1398.
Overig: balling 1426. Volgens Janse, Antheun: onthoofd in 1426."	0
4121	4661	Rijswijk	van	1.0	1.0	Jan	0					0		0	Samen met Joost van Rijswijk.	0
4122	4426	Rijswijk	van	1.0	1.0	Joost	0				1459	1		0	samen met Jan van Rijswijk.	0
4123	4271	Lubbertsz.		1.0	1.0	Engelbrecht	0				1484	1		0		0
4124	4672	IJsselstein	van	1.0	1.0	Floris	0					0		0	"Overig: ruwaard van Putten.
Mogelijk dezelfde als naamgenoot?"	0
4125	4649	IJsselstein	van	1.0	1.0	Floris	0					0		0	Mogelijk dezelfde als naamgenoot?	0
4126	4605	Drenkwaard	van	1.0	1.0	Willem	0					0	1554.0	0		0
4127	4680	Valkendale	van	1.0	1.0	Willem	0					0		0		0
4128	4695	Heemstede	van	1.0	1.0	Jan	0					0		0	Meilink 4148: erfgenamen van Jan van Heemstede.	0
4129	4697	Bekestein	van	1.0	1.0	Wouter	0					0		0		0
4130	3116	Berkhout	van	1.0	1.0	Gerrit Pietersz.	0					0		0		0
4131	2074	Heinenz.		1.0	1.0	Jan	0					0		0	NOG: Prevenier I spreekt van Jan en Jan Jan Heinenz., Prevenier II verwijst van Jan naar Jan Jan Heinenz. (overige bronnen spreken van Jan Heinenz.) Meilink spreekt van Heinen ipv. Heinenz	0
4132	4173	Sonck		1.0	3.0	Anthonis Willemsz.	0					0		0		0
4133	4711	Heeskerk	van	1.0	1.0	Hendrik Pietersz.	0					0		0	of Heemskerk?	0
4134	5085	Doublet		1.0	1.0	Jan	0					0		0	1574: wijlen Jan Doublet.	0
4135	4685	Dorp	van	12.0	1.0	Jan	0					0		0	mogelijk dezelfde als Jan van Dorp Willemsz.,schout van Monster?	0
4136	4683	Frederiksz.		1.0	1.0	Simon	0					0		0		0
4137	4336	Damasz.		1.0	1.0	Joris	0					0		0		0
4138	3478	Stalpaart (van der Wiele)		1.0	1.0	Klaas	0					0		0	Meilink,4487-4489 rekeningen lopen door tot 1-1-1575, maar op 8-11-1572 stelt de prins van Oranje Anthonie Geniets aan als rentm. i.p.v. Nicolaas. Overig: administrateur voor de koning van de domeinen in Noord-Holland (Meiling: Grafelijkheidsrekenkamer nr. 411) - of valt dit onder het rentmeesterschap?	0
4139	3250	Bokhoven	van	1.0	1.0	Govert	0				1510	1		0		0
4140	1576	Vries	de	1.0	1.0	Cornelis Willemsz.	0					0		0		0
4141	1764	Goessen		1.0	1.0	Cornelis Cornelisz.	0					0		0		0
4142	32	Does	van der	1.0	1.0	Pieter	0					0	1599.0	0		0
4143	1747	Meusin		1.0	1.0	Paul	0					0	1480.0	0	Volgens Damen en Fruin: Paul Mensin.	0
4144	4775	Dirksz.		1.0	1.0	Jan	0					0		0		0
4145	4756	Azewijn	van	1.0	1.0	Reinier	0				1544	1	1620.0	1	Tevens drost van kasteel Wijk bij Duurstede 1584.	0
4146	3385	Muys van Holy		1.0	3.0	Jacob Pietersz.	0				1540	1	1592.0	0	Tevens burgemeester van Dordrecht (1577) en tresorier van de oorlog.	0
4147	4746	Matenesse	van	1.0	1.0	Wouter	0				1510	1	1551.0	0		0
4148	4747	Werve	van	1.0	1.0	Lodewijk	0					0		0		0
4149	4778	Feienz.		1.0	1.0	Jacob	0					0		0	voormalig schout van Spaarnwoude (01-03-1390), mogelijk verwijst nr. 474 naar hem	0
4150	4490	Cornelisz.		1.0	1.0	P.	0					0		0		0
4151	4758	Goor	van	1.0	1.0	Wolfert	0					0	1511.0	0	"Oudste zoon van Johan van Goor (Willemsz.) Ontvanger van de bede te Altena samen met Klaas van Kronenburg.
Kort, collectie Mathenesse geeft als schout van Andel :1466.Dit echter het jaar waarin de bepaling werd gemaakt dat hij als oudste zoon na de dood van zijn vader (1498)  het schoutambt van Andel net als zijn vader toebedeeld zal krijgen voor het leven."	0
4152	3670	Matenesse	van	1.0	1.0	Daniel Jansz.	0					0		0		0
4153	656	Albrechtsz.		1.0	1.0	Gerrit	0					0		0		0
4154	3857	IJsbrandsz.		1.0	1.0	Melis	0					0		0		0
4155	165	Andriesz.		6.0	1.0	Andries	1		Wacken			0	1517.0	0		0
4156	4763	Simonsz.		1.0	1.0	Dirk	0					0		0	Overige: secretaris en bode van Opmeer.	0
4157	4765	Pietersz.		1.0	1.0	Huge	0					0		0		0
4158	4782	Jacobsz.		1.0	1.0	Jacob	0					0		0	Schmidt nr. 419 is Jacob Jansz. schout van Wijk aan Zee (1396)	0
4159	4783	Jansz.		1.0	1.0	Jacob	0					0		0	Schmidt nr. 418 en 420 is Jacob Jacobsz. schout van Wijk aan Zee (1395, 1397)	0
4160	4750	Tolnaar		1.0	1.0	Jan	0					0		0	Overig: kapelaan.	0
4161	4978	Zwieten	van	1.0	1.0	Huge	0					0	1351.0	0	Eind 1351 wordt hij doodgeslagen (Mieris, 804).	0
4162	2154	Oosterwijk	van	1.0	1.0	Koen	0					0		0	"Niet te verwarren met Koen Kuser van Oosterwijk (zie aldaar). 
Smit: baljuw en rentmeester van Jan van Beaumont te Gouda en Schoonhoven."	0
4163	4791	Oosterwijk	van	1.0	1.0	Gerrit	0					0		0		0
4164	4794	Stuver		1.0	1.0	-	0					0		0		0
4165	2033	Heeswijk	van	1.0	1.0	Arend (Arnoud)	0					0		0	Kort: nr. 1975 staat abusievelijk Arnoud van Wijk, drossaard van Heusden 1396.	0
4166	3766	Riede	van	1.0	1.0	Arend	0					0	1407.0	0	Overig: schepen van Dordrecht (1393)	0
4167	4798	Burg	van der	1.0	1.0	Klaas Simonsz.	0					0		0		0
4168	4269	Quaeckernaeck		1.0	1.0	Jacob Jacobsz.	0					0		0		0
4169	4550	Blok		1.0	1.0	Arend	0					0		0		0
4170	4803	Zijl	van	1.0	1.0	Jan	0					0		0		0
4171	4749	Jelisz.		1.0	1.0	Jan	0					0		0		0
4172	4463	Meeuwsz.		1.0	1.0	Arend	0				1465	1		0		0
4173	1816	Marle	van	1.0	1.0	Medard	0					0		0		0
4174	1560	Louckere	de	1.0	1.0	Anthonis Woutersz.	0					0	1496.0	0	"Persoonsgegevens: afkomstig uit Gent. 
Overig: probeerde in 1487 vergeefs muntmeester te Brugge te worden, overleed in functie.
Ned. Leeuw spreekt van Anthonis de Lonkere."	0
4175	4230	Molenaar	de	1.0	1.0	Jan Hendriksz.	0					0		0		0
4176	4771	Dirksz.		1.0	1.0	Herbaren	0					0		0		0
4177	4564	Vlist	van der	1.0	1.0	Egbert	0					0		0		0
4178	4819	Dirksz.		1.0	1.0	Jan	0					0		0		0
4179	229	Brasser		1.0	3.0	Adriaan	0					0	1579.0	0	Komt ook voor als Adriaan Brassen.	0
4180	4752	Borger		1.0	1.0	Gerrit	0					0		0		0
4181	2567	Mathijsz.		1.0	1.0	Gerrit	0					0		0		0
4182	3674	Bokelsz.		1.0	1.0	Floris Gijsbrechtsz.	0					0		0		0
4183	4841	Willemsz.		1.0	1.0	Filips	0					0	1363.0	0		0
4184	4787	Zaanden	van	1.0	1.0	Pieter	0					0		0		0
4185	2139	Naaldwijk	van	11.0	1.0	Willem II	1		Naaldwijk	Groensvoord, Sliedrecht	1340	1	1393.0	0	Bij Erfgoed Leiden dubbel klikken op inventarisnr(s).	0
4186	3431	Borchman		1.0	1.0	Gerrit	0					0		0	volgens Schmidt is hij dezzelfde persoon als Gerrit Borger	0
4187	640	Naaldwijk	van	11.0	1.0	Willem III	1		Naaldwijk	Capelle, Wateringen, Vlaardingerambacht	1397	0	1444.0	0	"Persoonsgegevens: schildknaap. Broer van Albrecht van Naaldwijk.
Kort, J.C. nr. 1747 rekening van Hendrik IV, voor zijn vader Willem."	0
4188	4852	Hillenz.		1.0	1.0	Jacob	0					0		0	zoon van Jan Hillenz.	0
4189	4780	Florisz.		1.0	1.0	Simon	0					0		0		0
4190	1606	Florisz.		1.0	1.0	Filips	0					0		0		0
4191	3751	Florisz.		1.0	1.0	Hendrik	0					0	1570.0	1		0
4192	3373	Kessel	van	1.0	1.0	Dirk Gerritsz.	0					0		0	Overig: rentmeester van de abdij Rijnsburg 1572-1599.	0
4193	1594	Willemsz.		1.0	1.0	Adriaan	0					0		0		0
4194	4551	x		1.0	1.0	Arnoud Willem	0					0		0		0
4195	4807	Hugenz.		1.0	1.0	Jan	0					0		0	Tussen 1371-1373 waargenomen door Thoneman	0
4196	4873	Dirksz.		1.0	1.0	Louis	0					0		0		0
4197	3903	Aloudz.		1.0	1.0	Jan	0					0		0		0
4198	4960	Duin	van der	1.0	1.0	Jacob	0					0		0		0
4199	4890	Vuren	van	1.0	1.0	Luud	0					0		0		0
4200	4513	Borselen		1.0	1.0	Jan Pietersz.	0					0		0		0
4201	4892	Goes	van der	1.0	1.0	Pieter	0					0		0	Kamerling van de hertog van Bourgondië.	0
4202	2798	Reimerswaal	bastaard van	1.0	3.0	Jan	0					0		0	Fruin maakt onderscheid tussen mr. Jan Filips bastaardzoon, provisioneel baljuw van Reimerswaal invent. nr. 608 + alle regestnummers (waar men spreekt over: natuurlijke zoon van wijlen Filips van R.), en Jan van Reimerswaal, baljuw van Reimerswaal nr. 610-612.	0
4203	4556	Simonsz.		1.0	1.0	Jan	0					0		0		0
4204	4736	Ammaat		1.0	1.0	Jasper	0					0		0	Baily, M.C. spreekt van Jasper Aenraet.	0
4205	4896	Kolen		1.0	3.0	Pieter	0					0		0	Ook als Pieter Colin.	0
4206	3987	Alphen	van	1.0	1.0	Floris	0					0		0		0
4207	3644	Ylem	van	1.0	3.0	Rutger	0					0		0	Huffer spreekt van Ylen.	0
4208	1865	Bergen	van den	8.0	1.0	Kerstant	1					0		0	Adelstitel: knaap 1393.	0
4209	3154	Spit		1.0	1.0	Jacob (Coppijn) Dirksz.	0					0		0		0
4210	3455	Voorne	van	1.0	1.0	Gerrit Splintersz.	0					0		0		0
4211	1866	Bergen	van den	8.0	1.0	Willem	1		Orbais			0		0		0
4212	3936	Bergen	van (den)	1.0	1.0	Huge	0					0		0		0
4213	5025	Spoije	van der	1.0	1.0	Marie	0					0		0		0
4214	4602	Vunckelbach		1.0	1.0	Hans	0					0		0		0
4215	2722	Egmond	van - de jonge	1.0	1.0	Albrecht	0					0		0		0
4216	4906	Gillisz.		1.0	1.0	Jan	0					0		0		0
4217	3711	Pietersz.		1.0	3.0	Jan	0					0		0		0
4218	4912	Beukelsz.		1.0	1.0	Sasbout	0					0		0	tijdelijk aangesteld als schout van Delft vanwege vertrek van Christiaan van der Goes.	0
4219	5354	Mercke		1.0	1.0	Frans	0					0		0		0
4220	2927	Wissenkerke	van	1.0	1.0	Jan Hendriksz.	0					0	1448.0	0		0
4221	3640	IJmands		1.0	1.0	Pieter	0					0		0		0
4222	1467	Koning	de	1.0	3.0	Frans	0					0	1613.0	0		0
4223	4872	Coppert		1.0	1.0	Jacob Jansz.	0					0		0		0
4224	3868	Alkemade	van	6.0	1.0	Willem	0		Colstere		1470	0	1553.0	0		0
4225	4932	Purtijk	van	1.0	1.0	Johan Jansz.	0					0	1632.0	0		0
4226	4318	Werve	van de	1.0	1.0	Frans	0					0		0	Overig: secretaris van Dirksland.	0
4227	3631	Ewoudsz.		1.0	1.0	Cornelis	0					0		0		0
4228	3925	Klaasz. (van Wassenaar)		1.0	1.0	Willem	0					0		0		0
