	IDRegent	Geslachtsnaam	Tussenvoegsel	IDAdellijkeTitel	IDAcademischeTitel	Voornaam	Adel	Adelspredikaat	Heerlijkheid	Heerlijkheid2	Geboortejaar	OnbepaaldGeboortedatum	Overlijdensjaar	OnbepaaldOverlijdensdatum	Opmerkingen	Periode	Eindcontrole
228	318	Rengers	Juckema van Burmania	3.0	4.0	Egbert Sjuck Gerrold	1		Cammingaburg		1745.0	0	1806.0	0	Overig: was grietman van Wymbritseradeel 1773-1795.	2	1
229	319	Leeuw	de	0.0	4.0	Daniël Cornelis	0				1747.0	0	1834.0	0		2	1
230	321	Lewe van Aduard		0.0	0.0	Jan Evert	0				1745.0	0	1807.0	0	Overig:  Lewe was Generaal-Majoor.	2	1
231	322	Verheyen		0.0	0.0	Johannes Baptista	0				1746.0	0	1814.0	0		2	1
232	323	Brantsen		0.0	4.0	Gerard	0				1735.0	0	1809.0	0		2	1
233	326	Donker Curtius		1.0	4.0	Boudewijn	0				1746.0	0	1832.0	0	"Adelstitel: baron (Empire) 1813.
Overig: Donker Curtius werd op 8 mei 1799 benoemd in het Departementaal Gerechtshof van de Schelde en Maas dat zich zou vestigen te Dordrecht, maar nooit heeft gefunctioneerd."	2	1
234	327	Huber		0.0	4.0	Ulrich Jan	0				1752.0	0	1804.0	0		2	1
235	328	Jordens		0.0	4.0	Gerrit David	0				1734.0	0	1803.0	0		2	1
236	329	Parvé	Steyn	0.0	4.0	Daniël Jan	0				1757.0	0	1831.0	0		2	1
237	330	Wentholt		0.0	4.0	Jan Steven	0				1753.0	0	1831.0	0		2	1
238	331	Linden	van der	0.0	0.0	A.	0					0	1801.0	0		2	1
239	333	Haeften	van	0.0	4.0	Jacob	0				1751.0	0	1831.0	0		2	1
240	334	Raders	van	0.0	0.0	Jan Ernst	0				1737.0	0	1825.0	0		2	1
241	335	Abbema		1.0	0.0	Andries Sijbrand	1				1736.0	0	1802.0	0	"Buitenlandse adelstitel: baron H.R.R.
Overig: op 19 februari 1798 no. 11 werd Abbema door het Provisioneel Uitvoerend Bewind belast met het beheer van de financiën van de Bataafse Republiek totdat een Agentschap zou zijn opgericht."	2	1
242	336	Vos van Steenwijk tot Nijerwal	de	0.0	4.0	Joan Arend	1	jonkheer	Nijerwal	Oldenhof	1746.0	0	1813.0	0		2	1
243	337	Kasteele	van de	0.0	4.0	Pieter Leonard	0				1748.0	0	1810.0	0		2	1
244	338	Gon	Fenwick van der	0.0	4.0	Jacob	0				1747.0	0	1826.0	0	Overig: Fenwick van der Gon werd op 8 mei 1799 benoemd in het Departementaal Gerechtshof van de Schelde en Maas dat zich zou vestigen te Dordrecht, maar nooit heeft gefunctioneerd.	2	1
245	340	Hoop	van der	0.0	4.0	Cornelis Gijsbertsz.	0				1752.0	0	1817.0	0	Overig: op 19 maart 1799 werd Van der Hoop benoemd in het Departementaal Gerechtshof van de Delf , dat echter nooit heeft gefunctioneerd.	2	1
246	341	Bomblé Vatebender		0.0	0.0	Abraham Otto Florentinus	0				1736.0	0	1809.0	0		2	1
247	342	Kruijff	de	0.0	0.0	Jan	0				1753.0	0	1821.0	0		2	1
248	343	Leemans		0.0	4.0	Johannes François	0				1767.0	0	1807.0	0		2	1
249	344	Palm	van der	0.0	1.0	Johannes Henricus	0				1763.0	0	1840.0	0	Overig: Van der Palm nam, na het ontslag van Goldberg, van 2 oktober 1801 tot 8 december 1801 ook het Agentschap van Nationale Oeconomie waar.	2	1
250	345	Royen	van	0.0	1.0	Henricus	0				1760.0	0	1844.0	0		2	1
251	347	Brantsen		0.0	0.0	Hendrik Willem	0					0	1806.0	0		2	1
252	349	Scheltema		0.0	4.0	Jacobus	0				1767.0	0	1835.0	0		2	1
253	351	Olivier	van	0.0	0.0	Gerrit	0				1759.0	0	1827.0	0		2	1
254	352	Rom		0.0	0.0	Martinus	0					0		0		2	1
255	353	Webbers		0.0	0.0	Carel	0				1766.0	0	1837.0	0		2	1
256	354	Loeff	Verniers van der	0.0	4.0	Stephanus Adrianus	0				1769.0	0	1818.0	0	Overig: op 12 april 1799 werd Van der Loeff benoemd tot raadsheer in het Departementaal Gerechtshof van de Dommel, dat echter nooit heeft gefunctioneerd.	2	1
257	355	Tjaden Jullens		0.0	0.0	C.H.	0					0		0		2	1
258	357	Kumsius		0.0	0.0	Frederik	0					0		0		2	1
259	358	Loke		0.0	4.0	Johannes Jacobus	0				1746.0	0	1836.0	0		2	1
260	359	Bosch	van den	0.0	4.0	Reijer	0				1748.0	0	1823.0	0		2	1
261	360	Lemker		0.0	0.0	Willem Gijsbert	0				1751.0	0		0		2	1
262	361	Hettema		0.0	0.0	Montanus (Monse)	0				1746.0	0	1811.0	0	"Overig: Hettema was op 10 augustus 1798 ook benoemd tot lid van het Uitvoerend Bewind. Hij aanvaardde de functie echter niet en werd daarvan op 22 augustus 1798 door de Eerste Kamer van het Wetgevend Lichaam ontslagen.
Op 9 maart 1799 werd Hettema benoemd tot raadsheer in het Departementaal Gerechtshof van de Eems, dat echter nooit heeft gefunctioneerd."	2	1
263	362	Moorrees		0.0	4.0	Franciscus Henricus	0				1755.0	0	1828.0	0		2	1
264	364	Elout		0.0	4.0	Cornelis Theodorus	0				1767.0	0	1841.0	0	Overig: op 25 mei 1799 werd Elout benoemd tot raadsheer in het Departementaal Gerechtshof van Texel, dat echter nooit heeft gefunctioneerd.	2	1
265	366	Irhoven van Dam	van	0.0	4.0	Willem	0					0	1802.0	0		2	1
266	367	Lange	de	0.0	4.0	Johan Herman	0				1758.0	0	1818.0	0		2	1
267	368	Cramer		0.0	4.0	Adolph Hendrik	0				1757.0	0	1824.0	0		2	1
268	370	Rechteren tot Collendoorn	van	0.0	0.0	Adolf Hendrik	0				1738.0	0	1805.0	0		2	1
269	371	Woensel	van	0.0	0.0	Joan	0				1740.0	0	1816.0	0	Overig: Van Woensel was Schout bij Nacht.	2	1
270	372	Raeber		0.0	4.0	Frederik Henrik	0				1761.0	0	1825.0	0		2	1
271	373	Halm	van	0.0	0.0	A.J.	0					0	1803.0	0		2	1
272	374	Sandick	van	0.0	0.0	Onno Zwier	0				1759.0	0	1822.0	0	Overig: Van Sandick was eerst Luitenant-Kolonel, daarna Kolonel. Hij werd in  februari 1807 Commandant van de Militaire School te Honselersdijk.	2	1
273	375	Costerus		0.0	4.0	Gerard	0					0		0	Overig: op 8 juni 1799 werd Costerus benoemd tot raadsheer in het nooit geïnstalleerde Departementaal Gerechtshof van de Rijn.	2	1
274	376	Bijl		0.0	0.0	Cornelis	0					0	1830.0	0	Overig: Bijl was Kolonel en Kapitein ter Zee.	2	1
275	377	Pijman		0.0	0.0	Jan Adolph	0				1759.0	0	1812.0	0	Overig: Pijman was Kolonel.	2	1
276	378	Hage		0.0	0.0	Philippus Carolus	0					0	1804.0	0		2	1
277	379	Oldenbarneveld genaamd Tulling	van	0.0	4.0	Johan Gerard	0				1737.0	0	1803.0	0		2	1
278	380	Sonsbeeck	van	0.0	4.0	Leonard Constantijn	0				1739.0	0	1812.0	0	Overig: Sonsbeeck weigerde zijn benoeming dd. 8 mei 1807 tot assessor van de Landdrost van Zeeland vanwege bloedverwantschap.	2	1
279	381	Isselmuiden tot Paeslo	van	0.0	0.0	Johan Antony Zwier	0				1760.0	0	1810.0	0		2	1
280	382	Beekman		0.0	0.0	Jan Pieter	0					0	1803.0	0		2	1
281	383	Fremery	de	0.0	4.0	Petrus Isaäcus	0				1776.0	0	1862.0	0		2	1
282	384	Bijleveld		0.0	4.0	Cornelis Gerrit	0				1765.0	0	1849.0	0		2	1
283	385	Craeijvanger		0.0	0.0	W.	0					0	1806.0	0		2	1
284	386	Krieger		0.0	1.0	Joannis Alexander	0				1759.0	0	1832.0	0		2	1
285	387	Daendels		0.0	4.0	Egbert Anthony	0				1767.0	0	1835.0	0		2	1
286	388	Horbag	Van	0.0	1.0	Diderik	0				1752.0	0	1825.0	0		2	1
287	390	Bannier		0.0	4.0	Joan	0				1756.0	0	1820.0	0		2	1
288	393	Bleyswijck	van	0.0	4.0	Hugo Adriaan	0				1740.0	0	1821.0	0		2	1
289	394	Stavorinus		0.0	0.0		0					0		0		2	1
290	395	Ypeij		0.0	4.0	Mathijs	0				1762.0	0	1817.0	0		2	1
291	397	Wijchel	Geersema van	0.0	0.0	J.	0					0		0		2	1
292	398	Pasteur		0.0	1.0	Jan David	0				1753.0	0	1804.0	0		2	1
293	399	Couperus		0.0	4.0	Jan	0				1755.0	0	1833.0	0		2	1
294	401	Houte	van den	0.0	4.0	Jacob	0				1760.0	0	1812.0	0		2	1
295	402	Six van Oterleek		0.0	4.0	Willem	0		Oterleek		1761.0	0	1811.0	0		2	1
296	403	Vreede		0.0	1.0	Pieter	0				1750.0	0	1837.0	0		2	1
297	404	Fijnje		0.0	0.0	Wybo	0				1750.0	0	1809.0	0		2	1
298	405	Langen	van	0.0	0.0	Stefanus Jacobus	0				1758.0	0	1847.0	0	Overig: Van Langen werd op 12 juni 1798 op verdenking van malversaties met staatsgelden gevangengenomen, maar in december van dat jaar weer vrijgelaten.	2	1
299	406	Wildrik		0.0	4.0	Berend	0				1754.0	0	1831.0	0		2	1
300	407	Ondaatje	Quint	0.0	3.0	Pieter Philip Juriaan	0				1758.0	0	1818.0	0		2	1
301	408	Haersolte	van	0.0	1.0	Johan Willem Simon	0				1764.0	0	1817.0	0	Overig: tijdens de zittingsperiode in de Eerste Nationale Vergadering werden de taken van de Generaalmeester van de Munt waargenomen door Anthony Coenraad Willem van Haersolte, daarna door Joan Carel van Lichtenberg.	2	1
302	409	Ferrière		0.0	0.0	Jacques Martin Madeleine	0					0		0	Persoonsgegevens: leefjaren onzeker. Mogelijk zijn de chef van het Frans Bureau van de Staatssecretarie en de Eerste Secretaris toch verschillende personen.	2	1
303	410	Després		0.0	0.0	Jean-Baptiste-Denis	0					0		0		2	1
304	411	Brisseau-Mirbel		0.0	0.0	Charles François	0				1776.0	0	1854.0	0	Overig: Mirbel was botanicus en werd in 1808 hoogleraar te Parijs en lid van het Institut de France.	2	1
305	413	Arjuzon	d'	9.0	0.0	Gabriel-Thomas-Marie	1				1761.0	0	1851.0	0		2	1
306	415	Rochussen		0.0	0.0	Jan	0				1759.0	0	1818.0	0		2	1
307	416	Clignett		0.0	4.0	Jacob Arnold	0				1756.0	0	1827.0	0		2	1
308	419	Noguès		0.0	0.0	Jean-François-Xavier	0				1769.0	0	1808.0	0	Overig: Noguès was Luitenant-Generaal.	2	1
309	421	Mésangère		0.0	0.0	François	0					0		0		2	1
310	422	Calkoen		0.0	6.0	Nicolaas	1	jonkheer	Kortenhoef		1753.0	0	1817.0	0	Adelspredicaat: 1816.	2	1
311	423	Virieu	de	0.0	4.0	Otto	0				1745.0	0	1830.0	0		2	1
312	424	Burgh(t)	van	0.0	0.0	J.	0					0		0		2	1
313	425	Mijné		0.0	0.0	A.J.	0					0		0		2	1
314	426	Styrum	van	3.0	4.0	Jan	1				1757.0	0	1824.0	0	"Adelstitels: baron (Empire) 1811/jonkheer 1816/baron 1816.
Overig: in 1811 werd Van Styrum Préfet van het Departement Loire Inférieure, waartoe hij op 13 december 1810 was benoemd en verbleef tot 12 maart 1813."	2	1
315	432	Broux		0.0	0.0	Edouard-Marie-Joseph-Gilles	0				1755.0	0	1813.0	0	Overig: Broux was Generaal-Majoor.	2	1
316	433	Queysen		0.0	0.0	Philip Hendrik	0				1758.0	0	1816.0	0	Overig: Queysen was Kolonel.	2	1
317	434	Schreuder Haringman		0.0	0.0	Jan	0				1747.0	0	1811.0	0	Overig: Haringman was Schout bij Nacht.	2	1
318	436	Eijsinga	van	0.0	0.0	S.M.R.	0					0		0		2	1
319	437	Dedel		0.0	0.0	Jan	0					0		0	Overig: de auditeur werd in november 1806 benoemd tot secretaris van de Koning. Het is niet duidelijk of alle hier genoemde functies inderdaad Jan Dedel betreffen.	2	1
320	438	Cuypers		0.0	1.0	Petrus Josephus	0				1763.0	0	1844.0	0		2	1
321	443	IJzendoorn	van	0.0	4.0	Pieter	0				1749.0	0	1818.0	0		2	1
322	444	Ry	Du	0.0	0.0	Gerard	0				1749.0	0	1819.0	0		2	1
323	446	Lange van Wijngaarden	de	0.0	4.0	Cornelis Johan	0				1752.0	0	1820.0	0	Overig: De Lange was lid van de Commissie van Liquidatie geweest.	2	1
324	447	Doorn	van	0.0	4.0	Abraham	0		De Boede		1760.0	0	1814.0	0	Adelstitel: chevalier 1813.	2	1
325	449	Bentinck tot Diepenheim		3.0	0.0	Derck	1		Diepenheim		1741.0	0	1813.0	0		2	1
326	452	Bernuth	von	0.0	0.0	Karl Friedrich Wilhelm	0				1757.0	0	1832.0	0		2	1
327	453	Ruysch		1.0	0.0	Hendrik Alexander	0				1767.0	0	1839.0	0		2	1
328	455	Falck		0.0	4.0	Anton Reinhard	0				1777.0	0	1843.0	0		2	1
329	456	Vogelvanger		0.0	0.0	Petrus Josephus Guilielmus	0				1767.0	0	1831.0	0		2	1
330	457	Tadama		0.0	0.0	Reinier Willem	0				1771.0	0	1812.0	0	Overig: Tadama werd weliswaar in oktober 1798 als Agent van Justitie ontslagen, maar diende zijn taken te blijven waarnemen totdat er een opvolger was. De al ip 10 jfebruari 1798 benoemde A.J. Cuperus in Amsterdam bleef heel 1798 weigeren zijn benoeming te aanvaarden, waarna deze op 29 april 1799 werd ingetrokken. Op 26 oktober werd Tadama aangesteld als waarnemend procureur-generaal te Amsterdam.	2	1
331	459	WEGHALEN		0.0	4.0		0					0		0		2	1
332	460	Gennep	van	0.0	4.0	Arnoldus	0				1766.0	0	1846.0	0	Overig: op 10 december 1806 had Van Gennep ontslag als ordinaris staatsraad gevraagd, maar de Koning weigerde die vanwege zijn verdiensten en karakter. Wel mocht hij verlof nemen in verband met zijn gezondheid.	2	1
333	461	Hovius		0.0	0.0	Franciscus	0				1753.0	0	1813.0	0		2	1
334	462	Maanen	van	0.0	7.0	Pieter Jacob	0				1770.0	0	1854.0	0		2	1
335	463	Blanken Janszn.		0.0	0.0	Arie	0				1766.0	0	1824.0	0	Overig: broer van Jan Blanken Janszn.	2	1
336	466	Deelen	van	0.0	0.0	Leonard Albrecht Carl	0					0		0		2	1
337	467	Raven		0.0	0.0		0					0		0		2	1
338	468	Lorentz		0.0	0.0	P.	0					0		0		2	1
339	469	Calkoen	van Beeck	0.0	0.0	Jan Frederik	0				1772.0	0	1811.0	0	Overig: Van Beeck Calkoen was hoogleraar te Utrecht.	2	1
340	470	Bosvelt	van	0.0	0.0	Gerrit	0				1756.0	0	1819.0	0		2	1
341	471	Griensven	van	0.0	0.0	Nicolaus	0				1767.0	0	1843.0	0		2	1
342	472	Zoutman		0.0	4.0	Jacobus Anthonie Adriaan	0				1774.0	0	1818.0	0		2	1
343	473	Schuyt van Castricum		0.0	0.0	Albertus Cornelis	0				1760.0	0	1814.0	0		2	1
344	475	Ploos van Amstel		0.0	0.0		0					0		0	Persoonsgegevens: mogelijk Boudewijn Jacobus Ploos van Amstel (1749-1815) of Jacobus Johannes Ploos van Amstel (1751-1823).	2	1
345	477	Amiot		0.0	0.0		0					0		0		2	1
346	478	Finot		0.0	0.0		0					0		0		2	1
347	479	Severijn		0.0	0.0	George	0				1740.0	0	1812.0	0		2	1
348	480	Westrick		0.0	0.0	Gaspar J.	0					0		0		2	1
349	481	Bienfait		0.0		Louis Antoine	0				1756.0	0	1815.0	0		2	1
350	482	Ortt		0.0	0.0	Balthazar	0				1757.0	0	1824.0	0		2	1
351	483	Branger		0.0	0.0	Cornelis Ignatius	0				1750.0	0	1803.0	0		2	1
352	484	Sande	ten	0.0	0.0	J. Gerrit	0					0		0		2	1
353	485	Bake		0.0	3.0	Hermanus Adrianus	0				1754.0	0	1805.0	0		2	1
354	486	Jong	de	0.0	4.0	Gerard	0				1757.0	0	1837.0	0	"Overig: op 12 april 1799 werd De Jong benoemd tot raadsheer in het Departementaal Gerechtshof van de Dommel, dat echter nooit heeft gefunctioneerd.
De Jong mocht in 1805 de functie van Commissaris tot de gecedeerde Landen tot nader order blijven waarnemen, ook al had hij intussen zitting genomen in het Departementaal Bestuur van Brabant."	2	1
355	487	Duyn	van der	0.0	0.0	Willem Hendrik	0		Benthorn		1755.0	0	1832.0	0	Overig: Van der Duyn werd in 1806 benoemd tot buitengewoon lid van de Staatsraad.	2	1
356	489	Brunings		0.0	0.0	Conrad Ludwig	0				1775.0	0	1816.0	0		2	1
357	490	Regnaud de Saint-Jean d' Angély		9.0	0.0	Michel-Louis-Étienne	1				1762.0	0	1819.0	0	"Adelstitel: comte 1808.
Overig: opgenomen omdat hij zich in 1812 in opdracht van Napoleon bezig hield met de overbrenging van de Nederlandse regeringsarchieven naar Frankrijk."	2	1
358	493	Velde de Melroy	van	0.0	0.0	Jean-Baptiste Robert	0				1743.0	0	1824.0	0		2	1
359	495	Droghoorn		0.0	0.0	Wennemar Hendrik	0					0		0		2	1
360	496	Breugel	van den	0.0	4.0	Caspar	0				1752.0	0	1833.0	0		2	1
361	497	Fèvre de Montigny	Le	0.0	0.0	Gillis Johannis	0				1765.0	0	1821.0	0	Overig: Le Fèvre de Montigny was Luitenant-Kolonel.	2	1
362	498	Hahn		0.0	4.0	Jacob George Hieronymus	0				1761.0	0	1822.0	0		2	1
363	502	Willink		0.0	0.0	Wilhem	0				1750.0	0	1841.0	0		2	1
364	504	Keyser		0.0	0.0	Jan Justinus	0					0		0		2	1
365	507	Scholten van Aschat		0.0	0.0	Jan Petrus	0				1754.0	0	1816.0	0		2	1
366	508	Smissaert		0.0	4.0	Jan Carel	0				1744.0	0	1808.0	0		2	1
367	510	Rengers		0.0	4.0	Pieter Ulbo	1	jonkheer			1756.0	0	1810.0	0	Persoonsgegevens: De Haan Hettema geeft afwijkend jaar van overlijden 1809.	2	1
368	511	Wichers		0.0	4.0	Jan Gerard	0				1745.0	0	1808.0	0		2	1
369	512	Kemp	van der	0.0	4.0	Johannes Cornelius	0				1768.0	0	1823.0	0		2	1
370	513	Bogaert van Alblasserdam		0.0	0.0	Nicolaas Martinus	0				1737.0	0	1825.0	0		2	1
371	515	Keth	de	0.0	0.0	Jan	0					0	1806.0	0		2	1
372	516	Eekhout		0.0	0.0	Zacharias Anne	0					0		0		2	1
373	518	Koopman		0.0	0.0	C.B.	0					0		0		2	1
374	519	Mulders		0.0	0.0	Gijsbertus Hermannus	0				1752.0	0	1809.0	0		2	1
375	520	Forsten		0.0	0.0	Jacobus Balthasar	0					0		0		2	1
376	522	Brantsen van Rhederoort		0.0	4.0	Derk Willem Abraham	0				1742.0	0	1808.0	0		2	1
377	523	Haringh		0.0	0.0	A.C.W.	0					0		0		2	1
378	524	Hasselt	van	0.0	0.0	Joannes Willem	0				1752.0	0	1833.0	0		2	1
379	525	Rees	van	0.0	0.0	Boudewijn	0					0	1825.0	0		2	1
380	526	Manger		0.0	3.0	Daniël Gerdes	0				1763.0	0	1819.0	0		2	1
381	527	Ermerins		0.0	0.0	Jacob	0					0		0		2	1
382	528	Clé	la	0.0	0.0	H.N.	0					0		0		2	1
383	529	Engelen		0.0	4.0	Hendrik	0				1745.0	1	1826.0	0		2	1
384	531	Visscher		0.0	4.0	Gerardus Anthony	0				1762.0	0	1827.0	0		2	1
385	532	Heuvell	van Linden van den	0.0	1.0	Abraham	0				1756.0	0	1832.0	0		2	1
386	533	Paravicini di Capelli		0.0	0.0	Bartolomeus	0				1724.0	0	1810.0	0	Overig: Paravicini was Inspecteur-Generaal van de Artillerie.	2	1
387	534	Glavimans		0.0	0.0	Pieter Jansz.	0				1755.0	0	1820.0	0		2	1
388	535	Twent		0.0	0.0	Anthony Cornelis	1	jonkheer			1771.0	0	1852.0	0		2	1
389	539	Daendels		0.0	0.0	Herman Willem	0				1762.0	0	1818.0	0		2	1
390	540	Overstraten	van	0.0	0.0	Pieter Gerhardus	0				1755.0	0	1801.0	0		2	1
391	544	Leboeuf		0.0	0.0		0					0		0		2	1
392	546	Appel	den	1.0	1.0	Maximiliaan	0				1758.0	0	1822.0	0		2	1
393	547	Blaauw		1.0	4.0	Jacobus	0				1759.0	0	1829.0	0		2	1
394	548	Bosveld		1.0	4.0	Paulus	0				1731.0	0	1809.0	0		2	1
395	549	Buyskes		1.0	4.0	Gerrit	0				1765.0	0	1832.0	0		2	1
396	550	Corver		1.0	1.0	Pieter	0					0		0		2	1
397	551	Duijvensz.		1.0	4.0	Joan Jacob	0				1744.0	0	1808.0	0		2	1
398	552	Eckhart		1.0	1.0	Josias	0				1750.0	0	1798.0	0		2	1
399	553	Forsten		1.0	1.0	Jan Harmen	0				1755.0	0	1795.0	0		2	1
400	554	Gevaerts van Geervliet		1.0	4.0	Ocker	0		Geervliet	Simonshaven	1735.0	0	1807.0	0		2	1
401	555	Hofdijk		1.0	1.0	Willem	0				1748.0	0	1826.0	0		2	1
402	557	Kempenaer	de	1.0	4.0	Ludovicus Timon	0				1752.0	0	1812.0	0	Overig: vanaf maart 1796 nam Cornelis van Foreest de taken van De Kempenaer als Generaalmeester van de Munt waar.	2	1
403	558	Kops		1.0	1.0	Pieter Goedschalksz.	0				1746.0	0	1803.0	0		2	1
404	559	Laar	van	1.0	4.0	Daniël	0				1752.0	0	1824.0	0		2	1
405	560	Loncq		1.0	1.0	Gozewijn Jan	0				1758.0	0	1835.0	0		2	1
406	561	Menger		1.0	3.0	Anthonij Jan	0				1739.0	0	1805.0	0		2	1
407	562	Meijer		1.0	1.0	Casparus	0				1751.0	0	1824.0	0		2	1
408	563	Moerkerk		1.0	1.0	Bastiaan	0				1750.0	0	1844.0	0		2	1
409	565	Reepmaker		1.0	4.0	Jacob	0				1748.0	0	1828.0	0		2	1
410	566	Roos		1.0	1.0	Pieter	0				1752.0	0	1799.0	0		2	1
411	567	Staphorst	van	1.0	1.0	Nicolaas	0				1742.0	0	1801.0	0		2	1
412	568	Valckenaer		1.0	4.0	Johan	0				1759.0	0	1821.0	0		2	1
413	569	Velden	van der	1.0	1.0	Broërius	0				1741.0	0	1800.0	0		2	1
414	570	Vredenburch	van	1.0	4.0	Jacob	0				1744.0	0	1814.0	0		2	1
415	571	Wall	van de	1.0	4.0	Frans Jacob	0				1756.0	0	1834.0	0		2	1
416	572	Wiselius		1.0	4.0	Samuel Iperusz.	0					0		0		2	1
417	573	Witt	de	1.0	4.0	Jan	0					0		0		2	1
418	574	Zwart		1.0	1.0	Alexander Willem	0				1770.0	0		0		2	1
419	575	Ardesch		1.0	3.0	Jan Anthony	0				1738.0	0	1824.0	0		2	1
420	576	Bijleveld		1.0	1.0	Jan	0				1736.0	0	1807.0	0		2	1
421	577	Cliever	de	1.0	4.0	Daniël Willem	0				1742.0	0	1807.0	0		2	1
422	578	Kuffeler	van	1.0	4.0	Joan	0				1755.0	0	1811.0	0		2	1
423	579	Lammens		1.0	4.0	Adriaan François	0				1767.0	0	1847.0	0		2	1
424	580	Radermacher		1.0	4.0	Frans Reinier	0		's-Gravenpolder		1765.0	0	1816.0	0		2	1
425	581	Sandra		1.0	4.0	Abraham	0				1755.0	0	1819.0	0		2	1
426	582	Sonsbeeck	van	1.0	4.0	Jan Willem	0				1774.0	0	1797.0	0		2	1
427	583	Halffman	Swerius	1.0	1.0	Jan	0				1743.0	0	1818.0	0		2	1
428	584	Thehoff		1.0	1.0	Jacobus	0				1749.0	0	1815.0	0		2	1
429	585	Banens		1.0	1.0	Johannes Laurentius	0				1740.0	0	1822.0	0		2	1
430	586	Camp		1.0	1.0	Steven	0				1753.0	0	1812.0	0		2	1
431	587	Essenius		1.0	4.0	Samuel	0				1755.0	0	1811.0	0		2	1
432	588	Eijck		1.0	4.0	Maurits Jacob	0				1764.0	0	1853.0	0		2	1
433	589	Heldewier		1.0	4.0	Daniël Michiel Gijsbert	0				1753.0	0	1822.0	0		2	1
434	590	Lamme		1.0	1.0	Arij	0					0		0		2	1
435	591	Manen	van	1.0	1.0	Jacobus Adriaansz.	0				1752.0	0	1822.0	0		2	1
436	592	Marret		1.0	4.0	Pieter	0				1742.0	0	1826.0	0		2	1
437	593	Pembroek	van	1.0	1.0	Jacobus	0				1754.0	0	1809.0	0		2	1
438	594	Pijpers		1.0	1.0	Petrus	0				1748.0	0	1805.0	0		2	1
439	595	Scherenburg		1.0	1.0	Reinhard	0				1769.0	0	1809.0	0		2	1
440	596	Scherpenzeel	van	1.0	1.0	Adriaan	0				1736.0	0	1806.0	0		2	1
441	597	Schilge		1.0	1.0	Hendrik	0				1758.0	0	1843.0	0		2	1
442	598	Strick van Linschoten		1.0	4.0	Paulus Hubert Adriaan Jan	0		Linschoten	Mastwijk	1769.0	0	1819.0	0		2	1
443	599	Vliet	van	1.0	1.0	Frans	0					0		0		2	1
444	600	Vos		1.0	1.0	Cornelis Johannes	0				1768.0	0	1819.0	0		2	1
445	601	Westerwijk Forsborgh		1.0	1.0	Jan Pieter	0				1768.0	0	1822.0	0		2	1
446	602	Bueckevoort		1.0	1.0	Reinirus Johannes Canisius	0				1750.0	0	1823.0	0		2	1
447	603	Dibbetz		1.0	1.0	Derk Jan	0				1751.0	0	1805.0	0		2	1
448	604	Dijckmeester		1.0	4.0	Herman Jacob	0				1771.0	0	1850.0	0		2	1
449	605	Eldik	van	1.0	1.0	Aelbert Bzn.	0				1758.0	0		0		2	1
450	607	Geukama		1.0	4.0	Augustinus	0				1732.0	0	1801.0	0		2	1
451	608	Glover		1.0	1.0	Johannes	0				1759.0	0	1828.0	0		2	1
452	609	Janssen		1.0	1.0	Geert	0				1747.0	0	1804.0	0		2	1
453	610	Ketjen		1.0	1.0	Hendrik	0				1764.0	0	1834.0	0		2	1
454	611	Koning	de	1.0	1.0	Adriaan	0				1763.0	0	1796.0	0		2	1
455	612	Krepel		1.0	1.0	Bernardus Wolfgangus	0				1754.0	0	1830.0	0		2	1
456	613	Leeuwen	van	1.0	4.0	Johannes Diederik	0				1737.0	0	1817.0	0		2	1
457	614	Lidt de Jeude	van	1.0	4.0	Johan Richardt	0				1754.0	0	1803.0	0		2	1
458	615	Löben Sels	van	1.0	4.0	Mauritz Dirk	0				1729.0	0	1804.0	0		2	1
459	616	Meerveld	van	1.0	1.0	Jan Hendrikse	0				1732.0	0	1804.0	0		2	1
460	617	Neufville	de	1.0	4.0	Pieter Pzn	0				1762.0	0	1844.0	0		2	1
461	618	Schoonman		1.0	1.0	Derk	0				1749.0	0	1820.0	0		2	1
462	619	Schubertz		1.0	1.0	Carel Willem	0					0		0		2	1
463	620	Sittert	van	1.0	1.0	David	0				1754.0	0	1840.0	0		2	1
464	621	Soleil		1.0	1.0	Carolus	0				1753.0	0	1835.0	0		2	1
465	622	Taay		1.0	1.0	Cornelis	0				1753.0	0	1799.0	1		2	1
466	623	Verstege		1.0	4.0	Govert Anne	0				1768.0	0	1831.0	0		2	1
467	624	Vitringa		1.0	4.0	Herman Hendrik	0				1757.0	0	1801.0	0	Overig: op 3 mei 1799 was Vitringa ook benoemd tot raadsheer in het Departementaal Gerechtshof van de Oude IJssel.	2	1
468	625	Westervelt	van	1.0	4.0	Anthonie Pieter	0				1750.0	0	1823.0	0		2	1
469	628	Zuylen van Nievelt	van	1.0	1.0	Gerrit Willem	0		Dorth		1756.0	0	1814.0	0		2	1
470	629	Dedem van Gelder	van	1.0	1.0	Anthony Boldewijn Gijsbert	0				1774.0	0	1825.0	0		2	1
471	630	Groll	van	1.0	1.0	Gerhardus	0				1746.0	0	1821.0	0		2	1
472	632	Nolst		1.0	3.0	Lambertus	0				1759.0	0	1803.0	0		2	1
473	633	Rhijn	van	1.0	1.0	Joannes Matthias	0				1746.0	0	1801.0	0		2	1
474	634	Strubberg		1.0	1.0	Lambert Christiaan Hendrik	0					0		0		2	1
475	635	Thomassen à Thuessink		1.0	4.0	David	0				1734.0	0	1817.0	0		2	1
